tag,engine,file,text,audio_s,proc_s,rtf
L4,whisper,white_5dB/light/con_001_pro_001_spk1.wav,它让在那个时间段比方是药那它是怎么环接我们的工资的,5.94,0.88,0.149
L4,whisper,white_5dB/light/con_001_pro_001_spk2.wav,,5.94,0.52,0.087
L4,whisper,white_5dB/light/con_002_pro_002_spk1.wav,打他这个字是一个刷抖音的字没问题没问题听不着,3.83,0.83,0.216
L4,whisper,white_5dB/light/con_002_pro_002_spk2.wav,感谢您的收看我们下期见,3.83,0.60,0.158
L4,whisper,white_5dB/light/con_003_pro_003_spk1.wav,因为有一个前期没有讨论,3.91,0.59,0.150
L4,whisper,white_5dB/light/con_003_pro_003_spk2.wav,因为有一个剪辑性的问题没有讨论,3.91,0.66,0.169
L4,whisper,white_5dB/light/con_004_pro_004_spk1.wav,,5.79,0.46,0.079
L4,whisper,white_5dB/light/con_004_pro_004_spk2.wav,没有在讲熬夜所谓的熬夜就是晚睡晚饮,5.79,0.81,0.140
L4,whisper,white_5dB/light/con_005_pro_005_spk1.wav,写到碗碎碗我先描碗碎碗,3.83,0.78,0.204
L4,whisper,white_5dB/light/con_005_pro_005_spk2.wav,,3.83,0.83,0.216
L4,whisper,white_5dB/light/con_006_pro_006_spk1.wav,好 没问题 既然你是碗 最碗,3.60,0.67,0.185
L4,whisper,white_5dB/light/con_006_pro_006_spk2.wav,请勿模仿,3.60,0.50,0.139
L4,whisper,white_5dB/light/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间必定绝望,3.67,0.72,0.195
L4,whisper,white_5dB/light/con_007_pro_007_spk2.wav,你以为是废物那是一只蟲子,3.67,2.76,0.753
L4,whisper,white_5dB/light/con_008_pro_008_spk1.wav,我的一日下班的时间已经结完,3.73,0.59,0.158
L4,whisper,white_5dB/light/con_008_pro_008_spk2.wav,,3.73,0.91,0.244
L4,whisper,white_5dB/light/con_009_pro_009_spk1.wav,所以这里的生活空间毕竟也就是,4.23,0.62,0.146
L4,whisper,white_5dB/light/con_009_pro_009_spk2.wav,那你个人的生活空间毕竟也就这么紧,4.23,0.74,0.175
L4,whisper,white_5dB/light/con_010_pro_010_spk1.wav,我看你是我看你是工作啊我看你是工作啊,4.69,0.77,0.165
L4,whisper,white_5dB/light/con_010_pro_010_spk2.wav,"哦,不太一致。我可以一直做自己的事。",4.69,0.69,0.146
L4,whisper,white_5dB/light/con_011_pro_011_spk1.wav,你给我多两个小时两点睡十点,5.71,0.89,0.157
L4,whisper,white_5dB/light/con_011_pro_011_spk2.wav,你没有多两个小时但是你不是你知道吗我必须去点,5.71,0.91,0.159
L4,whisper,white_5dB/no/con_001_pro_001_spk1.wav,它让你在那个人间段拥有了自己以防是要那它是怎么环节我们的攻击呢,6.87,0.99,0.145
L4,whisper,white_5dB/no/con_001_pro_001_spk2.wav,感谢您的观看,6.87,0.52,0.076
L4,whisper,white_5dB/no/con_002_pro_002_spk1.wav,好好好好,4.22,0.59,0.141
L4,whisper,white_5dB/no/con_002_pro_002_spk2.wav,没问题没问题听不着,4.22,0.59,0.140
L4,whisper,white_5dB/no/con_003_pro_003_spk1.wav,因为有一个前提性的问题没有讨论,4.48,0.62,0.138
L4,whisper,white_5dB/no/con_003_pro_003_spk2.wav,喔 媽咪 再抽一隻咦 咦 咦 咦 咦 咦 咦,4.48,6.36,1.421
L4,whisper,white_5dB/no/con_004_pro_004_spk1.wav,,6.35,6.93,1.091
L4,whisper,white_5dB/no/con_004_pro_004_spk2.wav,是在讲的熬夜所谓的熬夜就是晚睡晚起,6.35,0.77,0.122
L4,whisper,white_5dB/no/con_005_pro_005_spk1.wav,都写到晚睡晚起好 我先聊晚睡晚起,4.48,0.71,0.158
L4,whisper,white_5dB/no/con_005_pro_005_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.48,0.90,0.202
L4,whisper,white_5dB/no/con_006_pro_006_spk1.wav,好 早急这次是什么这次是什么,4.22,2.98,0.707
L4,whisper,white_5dB/no/con_006_pro_006_spk2.wav,好 没问题既然你是晚睡完,4.22,0.63,0.149
L4,whisper,white_5dB/no/con_007_pro_007_spk1.wav,因为你可以早睡早醒上班的时间比订阅网,4.14,0.75,0.180
L4,whisper,white_5dB/no/con_007_pro_007_spk2.wav,你上来那是天机性结果,4.14,0.61,0.149
L4,whisper,white_5dB/no/con_008_pro_008_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.22,0.92,0.218
L4,whisper,white_5dB/no/con_008_pro_008_spk2.wav,因为你可以为了身体健康给大部分的时间去进行生活,4.22,0.80,0.190
L4,whisper,white_5dB/no/con_009_pro_009_spk1.wav,那你生活空间一定也状态,4.65,0.63,0.134
L4,whisper,white_5dB/no/con_009_pro_009_spk2.wav,那你个人的生活空间毕竟也就这么低,4.65,0.73,0.157
L4,whisper,white_5dB/no/con_010_pro_010_spk1.wav,哦 不太一致我可以给你做你是怎么多出额外的时间来做自己的工作,5.42,0.95,0.175
L4,whisper,white_5dB/no/con_010_pro_010_spk2.wav,你是怎么多出额外的时间来做出,5.42,0.67,0.123
L4,whisper,white_5dB/no/con_011_pro_011_spk1.wav,2点睡10点,6.61,0.50,0.075
L4,whisper,white_5dB/no/con_011_pro_011_spk2.wav,你没有多两个小时但是你我给你解释我的意思是两点,6.61,0.93,0.141
L5,whisper,babble_0dB/heavy/con_001_pro_001_spk1.wav,感谢观看,4.39,0.73,0.167
L5,whisper,babble_0dB/heavy/con_001_pro_001_spk2.wav,,4.39,0.54,0.123
L5,whisper,babble_0dB/heavy/con_002_pro_002_spk1.wav,喊個禮拜六喊個禮拜六喊個禮拜六,3.18,1.30,0.409
L5,whisper,babble_0dB/heavy/con_002_pro_002_spk2.wav,我认为是我认为是我认为是,3.18,4.35,1.368
L5,whisper,babble_0dB/heavy/con_003_pro_003_spk1.wav,因為有一個年輕人沒有唱歌,2.96,0.60,0.204
L5,whisper,babble_0dB/heavy/con_003_pro_003_spk2.wav,,2.96,0.61,0.207
L5,whisper,babble_0dB/heavy/con_004_pro_004_spk1.wav,感谢您的观看,4.84,0.51,0.106
L5,whisper,babble_0dB/heavy/con_004_pro_004_spk2.wav,请不吝点赞订阅订阅,4.84,0.65,0.134
L5,whisper,babble_0dB/heavy/con_005_pro_005_spk1.wav,那不合格那不合格那不合格,2.75,4.70,1.708
L5,whisper,babble_0dB/heavy/con_005_pro_005_spk2.wav,我都忘记了我都忘记了,2.75,2.57,0.932
L5,whisper,babble_0dB/heavy/con_006_pro_006_spk1.wav,感谢观看,2.57,0.51,0.199
L5,whisper,babble_0dB/heavy/con_006_pro_006_spk2.wav,感谢您的观看,2.57,0.71,0.277
L5,whisper,babble_0dB/heavy/con_007_pro_007_spk1.wav,,2.89,0.49,0.169
L5,whisper,babble_0dB/heavy/con_007_pro_007_spk2.wav,,2.89,0.70,0.241
L5,whisper,babble_0dB/heavy/con_008_pro_008_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,2.91,0.90,0.310
L5,whisper,babble_0dB/heavy/con_008_pro_008_spk2.wav,,2.91,0.62,0.212
L5,whisper,babble_0dB/heavy/con_009_pro_009_spk1.wav,,3.54,0.62,0.176
L5,whisper,babble_0dB/heavy/con_009_pro_009_spk2.wav,,3.54,0.75,0.211
L5,whisper,babble_0dB/heavy/con_010_pro_010_spk1.wav,我打給他我打給他,3.49,4.20,1.205
L5,whisper,babble_0dB/heavy/con_010_pro_010_spk2.wav,中文字幕志愿者 李宗盛,3.49,0.62,0.179
L5,whisper,babble_0dB/heavy/con_011_pro_011_spk1.wav,感谢您的观看,4.21,0.51,0.120
L5,whisper,babble_0dB/heavy/con_011_pro_011_spk2.wav,中文字幕志愿者 李宗盛,4.21,0.64,0.153
L5,whisper,babble_0dB/light/con_001_pro_001_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.94,0.90,0.151
L5,whisper,babble_0dB/light/con_001_pro_001_spk2.wav,中文字幕志愿者 李宗盛,5.94,0.62,0.105
L5,whisper,babble_0dB/light/con_002_pro_002_spk1.wav,對 從對方的角度,3.83,2.11,0.550
L5,whisper,babble_0dB/light/con_002_pro_002_spk2.wav,,3.83,0.48,0.124
L5,whisper,babble_0dB/light/con_003_pro_003_spk1.wav,,3.91,0.48,0.122
L5,whisper,babble_0dB/light/con_003_pro_003_spk2.wav,相当的颇为感激,3.91,4.09,1.047
L5,whisper,babble_0dB/light/con_004_pro_004_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.79,0.96,0.165
L5,whisper,babble_0dB/light/con_004_pro_004_spk2.wav,中文字幕志愿者 李宗盛,5.79,0.64,0.111
L5,whisper,babble_0dB/light/con_005_pro_005_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.83,0.91,0.236
L5,whisper,babble_0dB/light/con_005_pro_005_spk2.wav,,3.83,0.54,0.142
L5,whisper,babble_0dB/light/con_006_pro_006_spk1.wav,然后再回头进行再来上单然后再回头进行再来上单,3.60,5.98,1.661
L5,whisper,babble_0dB/light/con_006_pro_006_spk2.wav,哇 超级甜的完美完美,3.60,2.38,0.662
L5,whisper,babble_0dB/light/con_007_pro_007_spk1.wav,,3.67,0.49,0.133
L5,whisper,babble_0dB/light/con_007_pro_007_spk2.wav,感谢观看,3.67,0.52,0.142
L5,whisper,babble_0dB/light/con_008_pro_008_spk1.wav,很重要的OK很重要的很重要的,3.73,4.63,1.242
L5,whisper,babble_0dB/light/con_008_pro_008_spk2.wav,,3.73,1.06,0.284
L5,whisper,babble_0dB/light/con_009_pro_009_spk1.wav,,4.23,0.48,0.113
L5,whisper,babble_0dB/light/con_009_pro_009_spk2.wav,,4.23,0.49,0.115
L5,whisper,babble_0dB/light/con_010_pro_010_spk1.wav,我们下期再见,4.69,0.51,0.109
L5,whisper,babble_0dB/light/con_010_pro_010_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.69,5.18,1.105
L5,whisper,babble_0dB/light/con_011_pro_011_spk1.wav,,5.71,0.50,0.087
L5,whisper,babble_0dB/light/con_011_pro_011_spk2.wav,感谢观看,5.71,0.49,0.086
L5,whisper,babble_0dB/no/con_001_pro_001_spk1.wav,请勿模仿,6.87,0.54,0.078
L5,whisper,babble_0dB/no/con_001_pro_001_spk2.wav,感谢您的观看,6.87,0.52,0.075
L5,whisper,babble_0dB/no/con_002_pro_002_spk1.wav,,4.22,0.48,0.115
L5,whisper,babble_0dB/no/con_002_pro_002_spk2.wav,明镜与点点栏目,4.22,0.61,0.146
L5,whisper,babble_0dB/no/con_003_pro_003_spk1.wav,,4.48,0.58,0.129
L5,whisper,babble_0dB/no/con_003_pro_003_spk2.wav,感谢观看,4.48,0.49,0.110
L5,whisper,babble_0dB/no/con_004_pro_004_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,6.35,0.91,0.143
L5,whisper,babble_0dB/no/con_004_pro_004_spk2.wav,中文字幕志愿者 杨茜茜,6.35,0.66,0.104
L5,whisper,babble_0dB/no/con_005_pro_005_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.48,0.92,0.206
L5,whisper,babble_0dB/no/con_005_pro_005_spk2.wav,请不吝点赞订阅订阅,4.48,0.65,0.145
L5,whisper,babble_0dB/no/con_006_pro_006_spk1.wav,中文字幕志愿者 李宗盛,4.22,0.64,0.152
L5,whisper,babble_0dB/no/con_006_pro_006_spk2.wav,字幕由 Amara.org 社区提供,4.22,3.50,0.828
L5,whisper,babble_0dB/no/con_007_pro_007_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.14,0.91,0.220
L5,whisper,babble_0dB/no/con_007_pro_007_spk2.wav,1、2、3、4、5、6、7、8、9,4.14,0.69,0.168
L5,whisper,babble_0dB/no/con_008_pro_008_spk1.wav,感谢观看,4.22,0.49,0.117
L5,whisper,babble_0dB/no/con_008_pro_008_spk2.wav,谢谢大家,4.22,0.50,0.118
L5,whisper,babble_0dB/no/con_009_pro_009_spk1.wav,感谢观看,4.65,0.51,0.110
L5,whisper,babble_0dB/no/con_009_pro_009_spk2.wav,感谢观看,4.65,0.53,0.114
L5,whisper,babble_0dB/no/con_010_pro_010_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.42,0.92,0.169
L5,whisper,babble_0dB/no/con_010_pro_010_spk2.wav,中文字幕志愿者 杨茜茜,5.42,0.65,0.120
L5,whisper,babble_0dB/no/con_011_pro_011_spk1.wav,中文字幕志愿者 杨茜茜,6.61,0.66,0.100
L5,whisper,babble_0dB/no/con_011_pro_011_spk2.wav,中文字幕志愿者 杨茜茜,6.61,0.66,0.099
L5,whisper,babble_5dB/heavy/con_001_pro_001_spk1.wav,我還沒掛那我再掛那我再掛那我再掛,4.39,0.89,0.203
L5,whisper,babble_5dB/heavy/con_001_pro_001_spk2.wav,他让你在那边让他走远,4.39,0.64,0.147
L5,whisper,babble_5dB/heavy/con_002_pro_002_spk1.wav,我会在每个星期六、七、八、九点上网。谢谢大家。,3.18,2.98,0.938
L5,whisper,babble_5dB/heavy/con_002_pro_002_spk2.wav,你给我发过去,3.18,0.52,0.162
L5,whisper,babble_5dB/heavy/con_003_pro_003_spk1.wav,因为有一个剪辑性的问题没有好歌词,2.96,0.70,0.236
L5,whisper,babble_5dB/heavy/con_003_pro_003_spk2.wav,,2.96,0.49,0.164
L5,whisper,babble_5dB/heavy/con_004_pro_004_spk1.wav,,4.84,0.44,0.092
L5,whisper,babble_5dB/heavy/con_004_pro_004_spk2.wav,谢谢大家,4.84,0.49,0.101
L5,whisper,babble_5dB/heavy/con_005_pro_005_spk1.wav,我們會再告訴你在下午的訪問我們會再告訴你,2.75,2.59,0.941
L5,whisper,babble_5dB/heavy/con_005_pro_005_spk2.wav,,2.75,0.46,0.167
L5,whisper,babble_5dB/heavy/con_006_pro_006_spk1.wav,,2.57,0.44,0.172
L5,whisper,babble_5dB/heavy/con_006_pro_006_spk2.wav,,2.57,0.45,0.177
L5,whisper,babble_5dB/heavy/con_007_pro_007_spk1.wav,你以为我听错了吗?你认错了吗?,2.89,0.72,0.248
L5,whisper,babble_5dB/heavy/con_007_pro_007_spk2.wav,因为你可以走上班的时间一定也晚,2.89,0.62,0.215
L5,whisper,babble_5dB/heavy/con_008_pro_008_spk1.wav,刷刷刷刷刷刷刷,2.91,0.64,0.220
L5,whisper,babble_5dB/heavy/con_008_pro_008_spk2.wav,阿彌陀佛,2.91,0.96,0.329
L5,whisper,babble_5dB/heavy/con_009_pro_009_spk1.wav,自己個人的靈魂空間進行解鎖的問題,3.54,0.71,0.199
L5,whisper,babble_5dB/heavy/con_009_pro_009_spk2.wav,,3.54,0.49,0.139
L5,whisper,babble_5dB/heavy/con_010_pro_010_spk1.wav,感谢观看,3.49,0.49,0.140
L5,whisper,babble_5dB/heavy/con_010_pro_010_spk2.wav,我们下期再见,3.49,0.53,0.151
L5,whisper,babble_5dB/heavy/con_011_pro_011_spk1.wav,,4.21,0.51,0.121
L5,whisper,babble_5dB/heavy/con_011_pro_011_spk2.wav,,4.21,0.45,0.108
L5,whisper,babble_5dB/light/con_001_pro_001_spk1.wav,感谢观看,5.94,0.50,0.085
L5,whisper,babble_5dB/light/con_001_pro_001_spk2.wav,是让在那个时间段拥有你当时要那他怎么保管直接物质模糊成,5.94,0.95,0.160
L5,whisper,babble_5dB/light/con_002_pro_002_spk1.wav,,3.83,0.82,0.214
L5,whisper,babble_5dB/light/con_002_pro_002_spk2.wav,没问题 没问题 听不着,3.83,0.55,0.144
L5,whisper,babble_5dB/light/con_003_pro_003_spk1.wav,,3.91,0.54,0.139
L5,whisper,babble_5dB/light/con_003_pro_003_spk2.wav,因为有一个前期性的问题没有好歌,3.91,0.59,0.151
L5,whisper,babble_5dB/light/con_004_pro_004_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.79,1.02,0.176
L5,whisper,babble_5dB/light/con_004_pro_004_spk2.wav,你听我分析你讲的熬夜熬夜就是晚睡晚睡,5.79,0.84,0.145
L5,whisper,babble_5dB/light/con_005_pro_005_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.83,0.96,0.251
L5,whisper,babble_5dB/light/con_005_pro_005_spk2.wav,就得到晚税完结也得表晚税完结,3.83,0.77,0.200
L5,whisper,babble_5dB/light/con_006_pro_006_spk1.wav,明镜需要您的支持 欢迎希望您的支持 欢迎订阅明镜,3.60,9.65,2.681
L5,whisper,babble_5dB/light/con_006_pro_006_spk2.wav,,3.60,0.64,0.177
L5,whisper,babble_5dB/light/con_007_pro_007_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.67,0.96,0.263
L5,whisper,babble_5dB/light/con_007_pro_007_spk2.wav,因为你可以赔税 上班你继续挂,3.67,0.70,0.190
L5,whisper,babble_5dB/light/con_008_pro_008_spk1.wav,好 我们下期再见,3.73,3.05,0.817
L5,whisper,babble_5dB/light/con_008_pro_008_spk2.wav,您可以订阅我们的频道我们下期再见,3.73,0.81,0.217
L5,whisper,babble_5dB/light/con_009_pro_009_spk1.wav,,4.23,0.96,0.226
L5,whisper,babble_5dB/light/con_009_pro_009_spk2.wav,两个女生一个人的胸脯空间也就这么低,4.23,0.84,0.199
L5,whisper,babble_5dB/light/con_010_pro_010_spk1.wav,感谢观看,4.69,0.63,0.134
L5,whisper,babble_5dB/light/con_010_pro_010_spk2.wav,感谢您的观看,4.69,0.88,0.188
L5,whisper,babble_5dB/light/con_011_pro_011_spk1.wav,,5.71,0.53,0.093
L5,whisper,babble_5dB/light/con_011_pro_011_spk2.wav,你沒有多養但是你體育很好你體育很好你體育好你體育好你體育好,5.71,1.28,0.223
L5,whisper,babble_5dB/no/con_001_pro_001_spk1.wav,我希望在下午我希望在下午我希望在下午,6.87,4.58,0.668
L5,whisper,babble_5dB/no/con_001_pro_001_spk2.wav,它让你在那个时间段拥有比方是药那它是什么管中节,6.87,0.97,0.141
L5,whisper,babble_5dB/no/con_002_pro_002_spk1.wav,好 我们下期见好 再见再见再见再见,4.22,0.78,0.185
L5,whisper,babble_5dB/no/con_002_pro_002_spk2.wav,,4.22,0.70,0.167
L5,whisper,babble_5dB/no/con_003_pro_003_spk1.wav,哦 因为有一个剪辑性的问题没有讨论,4.48,0.77,0.172
L5,whisper,babble_5dB/no/con_003_pro_003_spk2.wav,,4.48,0.53,0.118
L5,whisper,babble_5dB/no/con_004_pro_004_spk1.wav,中文字幕志愿者 杨茜茜,6.35,0.65,0.102
L5,whisper,babble_5dB/no/con_004_pro_004_spk2.wav,就是不落分了要没有人在讲的熬夜里面的熬夜就是晚上睡晚上睡,6.35,1.00,0.157
L5,whisper,babble_5dB/no/con_005_pro_005_spk1.wav,謝謝,4.48,1.89,0.422
L5,whisper,babble_5dB/no/con_005_pro_005_spk2.wav,直到晚 最晚我今天比较晚,4.48,0.65,0.145
L5,whisper,babble_5dB/no/con_006_pro_006_spk1.wav,感谢您的观看,4.22,0.51,0.122
L5,whisper,babble_5dB/no/con_006_pro_006_spk2.wav,晚睡早起没问题这是晚睡晚睡,4.22,0.68,0.162
L5,whisper,babble_5dB/no/con_007_pro_007_spk1.wav,感谢观看,4.14,0.50,0.120
L5,whisper,babble_5dB/no/con_007_pro_007_spk2.wav,因为你可以早睡 早起 上午班的命运比例比较广,4.14,0.77,0.187
L5,whisper,babble_5dB/no/con_008_pro_008_spk1.wav,,4.22,0.46,0.109
L5,whisper,babble_5dB/no/con_008_pro_008_spk2.wav,,4.22,0.44,0.105
L5,whisper,babble_5dB/no/con_009_pro_009_spk1.wav,感谢您的观看,4.65,0.52,0.112
L5,whisper,babble_5dB/no/con_009_pro_009_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.65,0.93,0.201
L5,whisper,babble_5dB/no/con_010_pro_010_spk1.wav,"后期视频的更新,请订阅,转发,打赏支持明镜与点点栏目",5.42,5.24,0.968
L5,whisper,babble_5dB/no/con_010_pro_010_spk2.wav,"不太容易,我可以給你磨成一個磨成額外的時間來做一個測試",5.42,0.85,0.156
L5,whisper,babble_5dB/no/con_011_pro_011_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,6.61,0.94,0.142
L5,whisper,babble_5dB/no/con_011_pro_011_spk2.wav,我们没有过两个小时但是你确定会不会过两个多礼两点到十点,6.61,1.02,0.154
L5,whisper,clean/heavy/con_001_pro_001_spk1.wav,哦 它在这个时间段它永远是空虚的,4.39,0.70,0.159
L5,whisper,clean/heavy/con_001_pro_001_spk2.wav,它让你在那个时段永远,4.39,0.59,0.134
L5,whisper,clean/heavy/con_002_pro_002_spk1.wav,打牌给你去洗给我刷个礼物人不招,3.18,0.80,0.251
L5,whisper,clean/heavy/con_002_pro_002_spk2.wav,,3.18,0.53,0.168
L5,whisper,clean/heavy/con_003_pro_003_spk1.wav,因为有一个简直性的问题没有讨论,2.96,0.64,0.217
L5,whisper,clean/heavy/con_003_pro_003_spk2.wav,喔 換你再吹,2.96,2.05,0.694
L5,whisper,clean/heavy/con_004_pro_004_spk1.wav,只能熬夜所谓的熬夜就是晚睡晚醒,4.84,0.72,0.149
L5,whisper,clean/heavy/con_004_pro_004_spk2.wav,陆洛芬也应该讲好,4.84,0.73,0.151
L5,whisper,clean/heavy/con_005_pro_005_spk1.wav,,2.75,0.50,0.182
L5,whisper,clean/heavy/con_005_pro_005_spk2.wav,我今天比较晚睡晚睡,2.75,0.59,0.212
L5,whisper,clean/heavy/con_006_pro_006_spk1.wav,,2.57,0.61,0.237
L5,whisper,clean/heavy/con_006_pro_006_spk2.wav,5 6 1 2 1,2.57,3.72,1.448
L5,whisper,clean/heavy/con_007_pro_007_spk1.wav,因为你可以早上班的时间毕竟也往,2.89,0.64,0.222
L5,whisper,clean/heavy/con_007_pro_007_spk2.wav,謝謝,2.89,0.43,0.148
L5,whisper,clean/heavy/con_008_pro_008_spk1.wav,那你可以为了身材来预备继续绝网,2.91,0.83,0.284
L5,whisper,clean/heavy/con_008_pro_008_spk2.wav,,2.91,0.45,0.156
L5,whisper,clean/heavy/con_009_pro_009_spk1.wav,喔! 了啦! 了啦! 了啦!好! 了啦! 了啦!,3.54,2.17,0.614
L5,whisper,clean/heavy/con_009_pro_009_spk2.wav,两米四人的生活空间必定也就这么紧,3.54,0.74,0.208
L5,whisper,clean/heavy/con_010_pro_010_spk1.wav,,3.49,0.63,0.179
L5,whisper,clean/heavy/con_010_pro_010_spk2.wav,,3.49,0.56,0.160
L5,whisper,clean/heavy/con_011_pro_011_spk1.wav,这就是两点对十点,4.21,0.52,0.125
L5,whisper,clean/heavy/con_011_pro_011_spk2.wav,你没有多两个小时但是你自己的人会多样的吗我给你选,4.21,0.92,0.218
L5,whisper,clean/light/con_001_pro_001_spk1.wav,它让你在那个时间段拥有乙胞是药那它是怎么环节我们的空气的,5.94,0.95,0.159
L5,whisper,clean/light/con_001_pro_001_spk2.wav,它认为你在那个时间段里拥有的礼盘是一样那它是怎么环节我们的空气的,5.94,0.97,0.163
L5,whisper,clean/light/con_002_pro_002_spk1.wav,没问题没问题先不烧,3.83,0.58,0.152
L5,whisper,clean/light/con_002_pro_002_spk2.wav,打趴這個自主性發抖音的狀況,3.83,0.68,0.176
L5,whisper,clean/light/con_003_pro_003_spk1.wav,因為有一個填詞性的問題沒有討論,3.91,0.67,0.172
L5,whisper,clean/light/con_003_pro_003_spk2.wav,我忘了你再說一句,3.91,2.06,0.526
L5,whisper,clean/light/con_004_pro_004_spk1.wav,所谓的熬夜就是晚睡晚起,5.79,0.62,0.107
L5,whisper,clean/light/con_004_pro_004_spk2.wav,其实部落分也是一种药我们在讲的熬夜水的熬夜就是晚睡房期的,5.79,0.97,0.167
L5,whisper,clean/light/con_005_pro_005_spk1.wav,我都觉得碗最稳定我那表碗最稳定,3.83,0.76,0.199
L5,whisper,clean/light/con_005_pro_005_spk2.wav,我都觉得晚睡晚起好 我先聊晚睡晚起,3.83,0.70,0.183
L5,whisper,clean/light/con_006_pro_006_spk1.wav,好 废头鸡 没问题是碗 是碗,3.60,0.74,0.205
L5,whisper,clean/light/con_006_pro_006_spk2.wav,好 沒問題,3.60,0.48,0.134
L5,whisper,clean/light/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间必定也晚,3.67,0.68,0.185
L5,whisper,clean/light/con_007_pro_007_spk2.wav,,3.67,0.45,0.123
L5,whisper,clean/light/con_008_pro_008_spk1.wav,我的一日下班的時間必定結完,3.73,0.62,0.166
L5,whisper,clean/light/con_008_pro_008_spk2.wav,因為你可以為了身體健康,3.73,0.60,0.162
L5,whisper,clean/light/con_009_pro_009_spk1.wav,那你个人的生活空间必定也就这么紧,4.23,0.77,0.182
L5,whisper,clean/light/con_009_pro_009_spk2.wav,,4.23,0.54,0.127
L5,whisper,clean/light/con_010_pro_010_spk1.wav,哦 不太一致我可以提早做出額外的時間來做自己,4.69,0.80,0.170
L5,whisper,clean/light/con_010_pro_010_spk2.wav,继续 继续,4.69,0.59,0.125
L5,whisper,clean/light/con_011_pro_011_spk1.wav,你没有多两个小时但是你自己不是一样吗呢我给你解释,5.71,0.90,0.157
L5,whisper,clean/light/con_011_pro_011_spk2.wav,没有多两个小时两点睡十点,5.71,0.69,0.121
L5,whisper,clean/no/con_001_pro_001_spk1.wav,它让你在那个时间段里拥有你忙是要那它是怎么环节我们的空气的,6.87,0.93,0.135
L5,whisper,clean/no/con_001_pro_001_spk2.wav,他认为你在那个人这段里拥有了自己你要那他是怎么环节我们的空虚的,6.87,0.91,0.132
L5,whisper,clean/no/con_002_pro_002_spk1.wav,哪怕这个自己是一个刷抖音的自己没问题没问题,4.22,0.83,0.196
L5,whisper,clean/no/con_002_pro_002_spk2.wav,好好好好好好好,4.22,0.81,0.192
L5,whisper,clean/no/con_003_pro_003_spk1.wav,因为有一个前提性的问题没有讨论,4.48,0.66,0.148
L5,whisper,clean/no/con_003_pro_003_spk2.wav,我忘了你再說一句,4.48,2.08,0.464
L5,whisper,clean/no/con_004_pro_004_spk1.wav,是在讲的熬夜所谓的熬夜就是晚睡晚醒,6.35,0.82,0.129
L5,whisper,clean/no/con_004_pro_004_spk2.wav,其实部落分也是一种药没有没有其实在讲导业导业就是导对人体是吧,6.35,1.08,0.171
L5,whisper,clean/no/con_005_pro_005_spk1.wav,都觉得晚睡晚起早一点好 我先聊晚睡,4.48,0.69,0.155
L5,whisper,clean/no/con_005_pro_005_spk2.wav,好 我先聊晚睡晚起,4.48,0.55,0.123
L5,whisper,clean/no/con_006_pro_006_spk1.wav,最早起也没问题既然你是晚睡晚起,4.22,0.68,0.162
L5,whisper,clean/no/con_006_pro_006_spk2.wav,好 没问题既然你是晚睡晚起,4.22,0.65,0.153
L5,whisper,clean/no/con_007_pro_007_spk1.wav,因为你可以早睡早醒上班的时间必定也晚,4.14,0.68,0.164
L5,whisper,clean/no/con_007_pro_007_spk2.wav,,4.14,0.45,0.108
L5,whisper,clean/no/con_008_pro_008_spk1.wav,因为你可以为了身体健康下班的时间一度结完,4.22,0.79,0.188
L5,whisper,clean/no/con_008_pro_008_spk2.wav,因为你可以为了身体健康,4.22,0.62,0.146
L5,whisper,clean/no/con_009_pro_009_spk1.wav,那你个人的生活空间必定也就这么低,4.65,0.72,0.155
L5,whisper,clean/no/con_009_pro_009_spk2.wav,- 两轮?- 对,4.65,0.58,0.125
L5,whisper,clean/no/con_010_pro_010_spk1.wav,哦 不太意识我可以给你多你是怎么多出额外的时间来做自己,5.42,0.88,0.163
L5,whisper,clean/no/con_010_pro_010_spk2.wav,好好,5.42,4.83,0.891
